டிரெய்லர் மரன மாஸ் இயக்குனர் அண்ணன் மோகன் G அவர்களுக்கு திரௌபதி படம் வெற்றி பெற வாழ்த்துகள்  வேற லெவல் வெறித்தனம்..	Positive
NGK Surya Annan  Vere Level  yuvan... Selvaraghavan	Positive
str weight mattum kammi ya iruntha semaaaa ya irunthirukum.....	unknown_state
Seeman mass CM	Positive
Ungalukku vayasu agala mani sir we still luv u lot	Positive
Sathiyama soldran ivarku vasayae agala...ena oru energy at this age...	Positive
Rajini Media La Ennaikkume Super star dhaan Adhula Maattru Karuththe Illa Aana Poltical wise Zero... Ivlo Dhairiyama Rajiniya Senjadhukke Director ah Paarraattanum	Mixed_feelings
vilaiyadalaamaaaa ? ?    one on only thalapadhy daaaaa	Positive
padam vetri pera engalin valthukal anna evan epudi pesuna ena thappu senjavanungalam dhan koba paduvanunga unmaiyadhana solirukinga	Positive
Intha Trailer ku Realtime Likes Ku Link Kudunga....! #Thala	Positive
1:16  to 1:36 bgm like here	unknown_state
பொள்ளாச்சி காதல் விஷயம் இருக்கா படத்துல..  அவிங்கள விட்டுட்டா படம்  முழுமை பெறாதே... இன்னும் யோக்கியமா காட்டி படம் எடுக்கலாம்..ரொம்ப நல்லவங்களா பொள்ளாச்சி காரண காட்டுறிங்க  நம்பிட்டோம்.. அட போங்கடா.	unknown_state
trailer dra perula padathayea kaatita epdiiiii	Positive
Yuvan music enna aachi ..bgm illa tha Mathiri iruku	Positive
past,present,future of selvaragavan flim making rockzzz....	Positive
Hindi me bhi release karna ise	not-Tamil
இது அனைத்து சமூகத்தில் உள்ள பெண்களும் மற்றும் பெற்றோர்களும் கண்டிப்பாக புரிந்து கொள்ள வேண்டும் இதை எந்த ஒரு மீடியாவும் இதுவரைக்கும் பேசவில்லை. பேசினார்களே என்றால் சாதியை தூண்டும் வகையில் மட்டுமே தவிர மற்ற சமூக நோக்கத்திற்காக அல்ல. மக்கள் தெளிவாக புரிந்து கொள்ள வேண்டும் அரசியல் வேறு சமூகம் வேறு அரசியல் தலைவர்கள் தங்கள் பிழைப்பிற்காக இது போன்று தவறாக வழி நடத்துவதை மக்கள் புரிந்து கொள்ளவேண்டும்.	Mixed_feelings
seri kadaisiya varrathu rajiniyaa illa ms baskar aah	Mixed_feelings
Nambika vanthutu...karthikey ipdina thalapathy ku...verithanama irukum polaye..jolly trailer allu vudanum thalaiva..	Mixed_feelings
ஹாய் நண்பர நான் தேவேந்திரன் ...உங்கள் கருத்தை என் சமூகத்தின் சார்பில் நாங்கள் ஆதரிக்கிரோம் ...நாம் விவசாயம் செய்பவர்கள், நாம் கடவுளை வணங்குபவர்கல்,நாம் அனைத்து கோயில்களிலும் முதல்மரியாதை பெறுபவர்கள்... என் தேவேந்திர சமுதாய தலைவர்கள் கலப்பு திருமணம் செய்து கொள்வதை எதிர்கிரது...தன் சாதி பற்று பிற சாதி நட்பு	Mixed_feelings
wating for movie kaavuting start now	Positive
Odra atta odra atta odra atta	unknown_state
Teaser maranamass. Lallettan and surya annan polichu teaser kandaal ariyaam padam Maranamass aanennu. Vijay fans veendum thanthayillaymayumaayi dislike adikkan erangiyittundu shame of all Vijay fans	not-Tamil
Diwali release na semmaya irukkum..	unknown_state
DRUVANACHATHIRAM Release aayo , arkenkilum ariyumoo??	Positive
Thala  oda lawyer acting ah pakka waiting ya..	Positive
Thala and vinoth combo sema mass nu soldravanga oru like podunga	Positive
Mass movie Pola.. waiting sekkirama movie ah vidunka Da..	Positive
Engaga frd fb la like kodukurara ha ha ha than podraa🤣mothevii🤔	Negative
wtf b/w views n likes.its just an error	Negative
appothum      angayum     appothum     eppadi    oru         padam     pagavum    eddukavu     mudiyathu	Positive
RIP SRIDEVI MADAM ENGLISH VILINGISH.........................ULTIMATE STAR ......	Positive
Selva, yuvan, surya..... Vera ena da venum....	Positive
நான் சிரித்தால் தீபாவளி அது அப்போ., நான் சிரித்தால் Valentine's day இது (2020)   இப்போ... 🤣🤣🤣	Positive
1:35 engada perumai adaya viduringa  90's kidsa	unknown_state
Romba nalluku aprom nalla movie suriyakku next given aayan this movie	Positive
Innum naraya naraya naraya naraya thadava pakkanum	Positive
Ippo oru group kelmbiruvanungale pa.ranjith ah epdi kadhara vittom pathiya nu .....	unknown_state
Vera Level Thalaiva, North Side la Ellarume Jathi Pera Pinnadi Pottukuranuga Namba Yen Poda Kudathu Nambala Enna Illicha Vaya. Jathi Vekko Illa Aathu Tha Namba Munnorgaloda Aadayalam Aatha Eppothum Vida Kudathu. Jathi Peru Avanga Avanga Senja Thozhilala Vachi Vanthathu Aathu Namakku Romba Mukkiyo Eppothum. Sathriya Vamsam.	Mixed_feelings
I am thalapathi  fan trailor semmaya irukku  Bigil apurama kaithi movie	Mixed_feelings
400K likes and 10M views soon	Positive
Thala  naa Getthu Getthu naa Thala	Positive
Sari naadaga kaadhal vidunga Oru devar veetu paiyan Oru thaalntha jaathi ponna  unmaiya kaadhalicha ethukkuvaangalanu sollunga please	Mixed_feelings
தேவர் மகன் சார்பாக இந்தப் படம் வெற்றிப்படமாக வாழ்த்துக்கள்	Positive
Semma teaser varalam varalam va Bairavaa	Positive
Average picture bro., in telugu side	Positive
SEMA TRAILER.. likes poduravanga apdiye surviva lyrics video kum likes podunga....NEETHANE mersal song um kelunga nice song by AR	Positive
Siruthai shiva sir. Nandri. Idha edhir paarkave illa. Neenga engaiyo poiteenga. Thala mass.	Positive
Romba naal achi suriya anna padam pathu kandipa sema enjoyment ah irukka pothu	Positive
ivuru ippathaan oru nalla padathula nadikararrunnu nenaikareen...	Positive
is it pink movie dubbed ?	Positive
Ajit annanoda eyes parunga very sharp	Positive
Always mass paka mass ajith sir	Positive
Hero mattum vera yaarachum potrukalam.. Sudala payan venam  Myskin and Ilayaraja combo	Positive
Srk khan movie zero best tairlor	Positive
Bigil ku opp a tharamana Padam	Positive
I love you sir. I'm big fan for you.	Positive
Vijay anna pole yeru varum....???? Suppperb thalaiva	Positive
Vadivela nadikka vachirukkalam nalla odum	Positive
Na Thalapathy fan unna na vera leveal la vechi seive paathu eru	unknown_state
டீசர் ஆரம்பத்துல நல்லாதான் பார்த்ததுட்டு இருந்தேன் கடைசில ஒரு பஞ்ச் வச்சிங்க பாருங்க....   நான் அரசியலுக்கு வருவது உறுதினு.....  என்னால சிரிப்பை அடக்கவே முடியலடா சாமி....	Mixed_feelings
Semma teaser Vera leval thalaaaaaaaaaaaaaaaaa Love you thalaaaaaaa	Positive
நல்ல மனிதர்களின் சார்பாக படம் தோல்வி அடைய வேண்டுகிறேன்.	Positive
I don't understand tamil  But I like movie	not-Tamil
Thaliva semma   parak   mass thaliva🤘🤘🤘🤘	Positive
ithu tamil nadu ella ithu enga thala nadu daa	Positive
Ada Pavingala Thalaiver Yum Vittu vaikalaya	Mixed_feelings
Thaliva semma vara level block bester supper	Positive
"தல"" மாஸ் கண்டிப்பா அதிர உட்ருவோம்..! பட்டாஸ்..!!! கிளாசிக் டீசர்..!"	Positive
Vj & Aj fans kita Prachana vara kudathunu , rendu peroda movie Scene vechu irukan	Mixed_feelings
Teesha marana mass mass mass mass mass	Positive
Movie semmya eruka poguthu..i am thalapahy fan but i like thala ajith.	Positive
Ulachu munneraama poannu vachu munnera thudikkum fraud naaigalukku seruppadi..love mayiru nu ..padichu munneranum..ulachu munneranum..	Negative
படம் வெற்றி பெற என்னோட வாழ்த்துக்கள் 🤩🤩	Positive
Fab ... just fabbbbbb loveee youuu	not-Tamil
Like potutu trailer pathavanga evlo per	Positive
Chumma like pottu vudunga kaasa panama	unknown_state
Semaa Mokkai da Thala fan's ku treat guarantee	Negative
dance adalana paravala thala  ne nadandhu vandala podum	Positive
போராடுரது தப்புனா போராடுர சூழ்நிலையை உருவாக்குறதும் தப்புதான்	unknown_state
Super Star fans like here	Positive
Movie paaththiddu   tailer pakravangka like podungka	Positive
Dai naan Thalapathy fan da...Yenda ipdi bayamuruthiringaSathiyama solren intha padam Bigil ukku tough kudukkum pola	Positive
Teasar la suriya anna name வரவே இல்ல...... Yetho சம்பவம் iruku 🤔	Positive
Paakka thana pora Ini intha viswasathoda Aattatha	Negative
Thalainn rasikana erupatharku perumai kolkeren thannampikainn sikaram engal thala avarinn vazhiill nadanthu vetri Kodi kettuvom	Positive
தயவுசெய்து தரம் தாழ்ந்து பேச வேண்டாம் தமிழா..	Positive
Kola mass i lov u thala	Positive
இயக்குனர் தயாரிப்பாளர் மற்றும் படக்குழுவினர் பாதத்தை தொட்டு வணங்குகிறேன்	unknown_state
Vera level thala.. Imputtu azhaga irukiyee thala	Positive
True Thala fans like here	Positive
Trailer nala cut paniruka ana padam yapadi varuthunu papom... Yathavathu padathuku cupe eruthichu apuram... Kovitha kovitha tha	Negative
2 days 2 go.NGK firevarum paaru.malayali Surya fans like button adich pottikk	unknown_state
கமெண்ட்ல பார்த்தேன் எல்லோரும் ஜாதி பேர சொல்லினு பிரிஞ்சு இருக்கானுங்க இவனுங்க எல்லாம் எங்க தமிழன் என்ற உணர்வோடு ஒன்று சேற போரானுங்க	Mixed_feelings
சமூக விழிப்புணர்வு படம் வெற்றி பெற வாழ்த்துக்கள்...	Positive
Antha fight payangara kola mass ah irukku pls sekkirama movie ah release pannunga	Positive
1 Lakh views in just 24 minutes	Positive
kadaisiya kadhava saathuradhu namma kadhir ..bro ...heeeeeee hee	Positive
All the best kumarasan Anna by Nanganallur guys	Positive
Hit like if u agree  1:40 mass overload	unknown_state
பரியேறும் பெருமாள் படத்திற்கு சரியான பதிலடி ..... வாழ்த்துக்கள்.......	Positive
Nalaikulla trailer 10M view varum nu soldravanga like ah podunga	Mixed_feelings
Pakka mass  Petta only paraak	Positive
#لايك_اشترك_ليصلك_كل_جديد من قنات #تنين_الكونغ_فو_حمدو تكسير عظام + كونغ فو + باركور جمباز +جميع فنون القتالية +كمال اجسام |تحفيزات رهيبة وشرح مفيد  |||تابع التنين على الفيس بوك ||  وعلى انسغرام |hamdo_all_bragmon واتس اب || +905349358401        (( نتمنا لكم التوفيق ))	not-Tamil
சாதி வெறி தலைவிரித்து ஆடும் இந்த நாடும் நாட்டு மக்களும் நாசமாய் போகட்டும்..	unknown_state
కెకుంది ట్రైలర్ అసలు...తెలుగు వాళ్ళు ఎవరున్నారు లైక్ వేసుకోండి...🤘	not-Tamil
trailer  super rajini cinema mass ,dont plitical	Mixed_feelings
அடங்குனா  அடங்க  கூடாதுன்னு  அண்ணா சொல்லிருக்காப்ல 🤣🤣 ***த்தா   அடங்கலனா  வெட்டுவோம்  டா..	unknown_state
Thalaivan Makkal Selvan Vijay Sethupathi	Positive
Semmma song thala u r great rock star anirudh mass song	Positive
Dei director the***** 96 la varen Thalaivar sollaveillada yepdi ipdi oru echa vela pakran the*** director the*****komalakka adiirukuda the*******.intha generation muttakoothingaluku onnumtheriyathu nenga solrathanambittu irukunga.96 la avar sonnathu Na ipa varamaten athuku oru Kalam varum nu thanda sonnaru.unga aatha apanta kealunga loose koothingala.	Negative
Kella vannuku mattum than entha vaippu ellam amaithu...  Ethu ellam oru pollappu kellattu naai Rajinikanth...	Negative
Thalaiva padam eppa varum kandippa varum parunga	Positive
I am Surya fan Mari miru	Positive
Fire force anime, shinara Lam copy adikuranungalae	Negative
today 500millions views.450k likes varundravala like therika vidunga	Positive
சூப்பர் அன்ணன் சிங்கம் சூர்யா ரசிகன்டா	Positive
thalaivar pazhaya style gethu yella appadihey iruku	Positive
Adaadadadaaa Ennaamaaa iruku daa trailer Ayyo thalaivaaa thalaivaaa..... mudiyala pongadaa dai pongadaa..... I love you thalaivaaa ummaaaa	Positive
Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz	Positive
Surya anna.... Unga nadippa pathu ealla actorsum kathukkanum... Veara level... Teaser#kaappan	Positive
Ettane kaanan vannavar like adi	not-Tamil
Music Is Biggest Plus ! Vijay Anna Theriiiiiiiiiiiiii Masssssssss ! Marana Waiting To see in big screen	Positive
vandha rajava dhan varuven...... raja va vandha...rajaku 100 dosthu  STR AND VJS	unknown_state
சிவன் வழி வாழ் எங்கள் பறையர்  இன மக்களின் சார்பாக  வெற்றி  பெற வாழ்த்துக்கள் . தேவிடியா வளவன்  கூட்டம்   சமுகத்திற்கு  கேடு  விளைவிக்கும் கூட்டம்	Positive
துபாய் யும் பாலைவனம் தானா? பணம் கொட்டலையா? இயற்கை வளங்களை அழிச்சுட்டு பணத்த வச்சிட்டு ம**றா புடுங்க போறிங்க .	Negative
1:57 semaa thala nalle dha edhala sollamudium thagidi avaruku mattudha eruku	Positive
Therikaaa vidalamaanu kealvi yellam keadayadhu... Iranginaale theri dhaaaa	Positive
Yar south movie jesa movie koi nhi banata ,kya bolu...	not-Tamil
சாதிய மனோபாவதுடன் எடுக்கப்பட்ட படம், இதை ஆதரிப்பது சாதியை மறைமுகமாக ஆதரிக்கும்.	unknown_state
ommala vera level thala marana mass	Positive
Marana MASS thalaivaa.... Nadippin nayagan Suriya	Positive
Telugu movie Srihari Sree Maha Lakshmi Remake	Negative
mass vijay anna love u Anna	Positive
All dislikes from Pullingo Kunju Vijay fans.... Ungommaa molai la kunju vijay Kanju theriko...... #KaithiDiwali	unknown_state
mudiyala pa saamyyyyy thalai valikuthu paaaaaaaaaaa......................	Negative
மதுரை முக்குலத்தோர் சார்பாக படம் மிகப் பெரிய வெற்றி பெற வாழ்த்துகள்	Positive
Dei ennada panirukiga nadodigal en favorite film da. Ippadi karthu usi  over acting car scene lam adaii	Positive
Aiyoooo thalaiva marana massVera level thalaiva  ongalukku nigar yaarum kedaiyathu  romba wait panra thalaiva  kaappaantherikka vidrom	Positive
Mass ah iruka pothu ha ha ha	Positive
Vellalar sarbaga padam vettri adaya vazthukkal	Positive
Final touch super thala.athu pudichavang like pannunga.	Positive
Thalaivar than Pongal ku marana mass kattaporaru,	Positive
கதிரின் பிகில் Unseen Footage தான் ஜடா..	Positive
Sambavam sambavam nu solluvangale adhu indha pongalukku sirappa irukka pogudhu	Positive
Excellent visuals.. Tease looks excellent.. Congrats to #vaazhl team	Positive
TODAY WE WILL REACH 10.3M VIEWS AND 242K LIKES	unknown_state
seems like a super hyped flop movie	Negative
On fire thailaivar...sirapana tharamana sambavangaka inime thaan pakaporinga	Positive
Action king Arjun fans like here	Positive
Deii indha video paththavunga modhala like podunga	unknown_state
Comment pathuu srikkalamnu vanthavargal  yarellam	unknown_state
trending #1 in singapore...superstar maaaass,marannna maaasss..	Positive
யாதவர் மக்கள் சார்பில் திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்.	Positive
THALAIVA U RGREAT................. Semmmmmmmmmmmma masssssssssssss thalaiva.............	Positive
Adei nan TN  But Kerala la work pantren  Kerala la Vijay ku Surya ku fans athigam nu Kelvi padruken  Intha teaser la than unmaya pakren   Kerala.fan oruthan powerful dialogue nu sollirkan   Legents only understand this comment	unknown_state
tamil cinemaoda amithabachchan  ..... jivaaaaa....  verythanama irukku....	Positive
Nariya nariya nariya nariya nariya nariya nariya thala mass vere level	Positive
Mass BGM..Varlam varlam va varlam va bariavaa line creating goose bumsssss..Awesomeeeee	Positive
8 m guys.. jai thalaiva surya anna	Positive
Semma mass super song thala சரித்திரம் புரட்டு போராட்டம் பல்லாயிறம்	Positive
Marana mass, Ayan movie Mathiri irukum nu ninaikiran.,	Positive
நாகை மாவட்ட நாயுடு சங்கம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்	Positive
சம்போ சிவ சம்போ சிவ சிவ சம்போ	unknown_state
ஜாதி தான் நிறைய இருக்கு ஜாதி இபில்ல னு சொல்ல தான் எந்த பாப்பா வும் தயாரா இல்ல	Mixed_feelings
Hindi me relise kare sir ji	not-Tamil
Thala mass no words to say	Positive
Jii padam epo ji release agum	Mixed_feelings
Thala neenga vanga thala.. Entha tharuthala solrathaium kekkathinga.. Thala semma masss gethu... Mathavangalam orama othu	Positive
Varalam varalam vaa varalam vaa Bairavaa	Positive
மோகன் G சத்திரியன் அண்ணா நீங்க மென்மேலும் வளர இந்த அருள்மணி தம்பியின் அன்பு வாழ்த்துக்கள் அப்படியே உடம்பெல்லாம் சிலுக்குது நானே வசனம் பேசற மாதிரி பீல் பண்றன் மிக்க நன்றி அண்ணா	Positive
100% nan Theatrela thaan intha padam papennu solravanga mattum oru like podunga	Positive
Anandhi's dialogue modulation reminds pithamagan surya selling legiyam :-P	Positive
Thalabathy 63 poster on 22nd athoda Views Itha Vida adhitgama irkum Paarunga 🤘	Positive
Unlike pannavanka retham kakki savinkada  outstanding trailer my fev heros bgm vera level	Positive
solla varthi illa thariva  maranna masssssss.......	Positive
Bro neenga Pakistan ah azikaradha yosikaradha Vida namba country agriculture ah epidi develop panlam nu yosicha Nadu nalla irukum....	Mixed_feelings
Kola masss...... Villain chitti is back	Positive
Thalaivar mass vijaysethupathi sir Vera level	Positive
Theri spr pa.....nainakka baby so cute	Positive
same prob for me for u hit lik 🤞	unknown_state
Vikram vedha music ah yen Da sutteenga	unknown_state
HABIS AU AH GELAP TERBITLAH ETA TERANGKANLAH DAN TERSINGKIRKAN OLEH INDA wkwkkw	not-Tamil
Last dialoge thala fans ungalukkuta Iam Vijay fan trailer super	Positive
Sema sema sema sema sema sema sema sema sema sema	Positive
Semma trailer suriya sir. Love u more	Positive
Beethoven-Fur elise music da ethu  Illayaraja nu evloo perusa podrigale	Mixed_feelings
"MOKKA ACTOR""S PAKKA MOKKA TRAILER.., VJ PAANS GONNA BE ""SASI"".., -A MOLLYWOOD FILM LOVER"	Negative
Full story ah trailer la ye sollitinga na..padathuku evan varuvan	Positive
Semma kalaai for rajini...emaathu naayi...fraud arasiyaluku varen varentu emathuran...	Negative
Perfect dialogue oruthar mela neenga kaatra visvathukkaaga inoruthara yen asinga paduthringa........ Thalaaa va thala vaaa thala vaa thalaaa	Positive
super   Asuran Trailer mass mass	Positive
பூவிருந்தவல்லி வன்னியர் சங்கம் சார்பில் படம் வெற்றிபெற வாழ்த்துக்கள்..	Positive
Panruti t.k , kangeyan kuppam makkal saarbaga intha film vetri pera vaazthukkal Mohan .g Anna .	Positive
ஒட்டு மொத்த வன்னியர்களின் ஏக்க குரலாக எதிரொலிக்கிறாள் எங்கள் திரௌபதி... இயக்குனர் மோகனுக்கு வன்னிய சங்கம் சார்பாக நன்றி	Positive
Petta fans like  Viswasam fans Comment	Mixed_feelings
Verithanama irukkuya #kv anan#surya#mohanlal #harris jayaraj	Positive
Video va dislike panravan thevudiya movan	Negative
yuvan anna surya anna selva anna pichiteenga ,,,, masssssssss na	Positive
Trailer maranna mass  thalaivar therika vidrarruuuu	Positive
Nan arasiayaluku varuvathu uruthi.... Hey ithu 96 uu yara yamatha pakarenga	unknown_state
Trailer eh ivlo mass uh na...!! Padathula ennalam thala pannirupaaro	Positive
#2.O  🤖 #2pointO #Shankar  #Rajnikanth  #Arrahman #3Ddiwali	Negative
டிரைலர் வேகத்த பார்க்க இரு கண்கள் போதாது	Positive
40s 50s 60s 70s 80s 90s 00s 10s  Police in films:  namba department .ku asigam...  Public: dei police  real life la kevalam dhaan irukeenga	unknown_state
konjam whit panninga sir             mersal varathu	Positive
Rajini Sir Fans Mattum Like Pannuga	Negative
samma Thala 24 enga nal therikka viduroe	Positive
Thala	Positive
Yaarla 1.22 scene um aprum 2.24scene varumudha velindha velindha sirichinga	Positive
Thala nee vera level thala trailer pakka mass	Positive
Ayshwarya rajesh can be sri lankan tamizh	unknown_state
Yarellam teejay ah vaa pathu excite aanginga?	Positive
2:04 🤣 Adikaadheenga kathaikku katchidhamaa oru scene eduthuteenga	unknown_state
Chance illa Anna pakka acting... Salt and pepper look	Positive
Padam pathavanga like pannunga.. sema movie	Negative
Thalaivar summa thuru thuru nadichirukkaaru. Kaana Kan Kodi vendum. I love you Thalaivaaaaaa.	Positive
